video,frame,track_id,label,bbox_overlap_frac,inter_area,bbox_area,x1,y1,x2,y2,centroid_x,centroid_y
WhatsApp Video 2025-10-07 at 16.37.40.mp4,8,2,ON_GROUND,0.31144195110016476,376.09689000070705,1207.598683068063,258.95493,110.62913,279.83145,168.47394,269.0,139.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,8,4,ON_GROUND,0.971362796113866,1215.8135229642635,1251.6574938101112,40.512085,128.29715,61.386936,188.25722,50.0,158.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,8,5,ON_GROUND,1.0,1830.258640615968,1830.258640615968,52.42061,176.22354,83.170265,235.74481,67.0,205.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,9,1,ON_GROUND,0.7097067694534944,1237.8289349998613,1744.141366938129,205.00899,120.71859,235.40425,178.1006,220.0,149.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,9,2,ON_GROUND,0.3140899199208696,381.14996291761213,1213.5058744121343,259.03934,110.59096,279.90622,168.74559,269.0,139.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,9,4,ON_GROUND,0.9723460512592695,1212.7565848490988,1247.2479147505946,40.537567,128.38976,61.36876,188.26381,50.0,158.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,9,5,ON_GROUND,1.0,1781.5169713809155,1781.5169713809155,52.069664,176.3291,82.28245,235.29477,67.0,205.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,10,1,ON_GROUND,0.7023536300940657,1234.3713315501705,1757.4783964380622,205.99216,120.37077,236.3064,178.34612,221.0,149.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,10,2,ON_GROUND,0.32325012250351026,403.70069189023855,1248.8802440774161,259.5475,110.63825,280.67123,169.76035,270.0,140.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,10,4,ON_GROUND,0.9926133766308498,1143.3613189240536,1151.869746914832,40.974495,130.88107,61.02683,188.32425,51.0,159.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,10,5,ON_GROUND,1.0,1634.7315469561145,1634.7315469561145,52.288795,176.58496,81.12589,233.27345,66.0,204.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,11,1,ON_GROUND,0.6998153835435891,1223.143451681327,1747.8087513421196,206.47331,120.2517,236.51167,178.43759,221.0,149.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,11,2,ON_GROUND,0.3266452688582292,411.1786362639862,1258.7925663250498,259.7519,110.6575,280.91513,170.13765,270.0,140.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,11,4,ON_GROUND,0.9970354355314142,1116.1121302132283,1119.430754854111,41.120678,131.81052,60.920586,188.34769,51.0,160.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,11,5,ON_GROUND,1.0,1575.3945491756895,1575.3945491756895,52.44549,176.6769,80.65472,232.52368,66.0,204.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,12,1,ON_GROUND,0.6990336765015152,1209.6606831434199,1730.475546181784,206.76012,120.216774,236.46445,178.47345,221.0,149.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,12,2,ON_GROUND,0.3279326619934886,413.0042828057406,1259.4179557934403,259.8412,110.66247,280.96716,170.27713,270.0,140.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,12,4,ON_GROUND,0.9980920129633232,1108.4852964590366,1110.6043150951155,41.15352,132.12767,60.905697,188.3546,51.0,160.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,12,5,ON_GROUND,1.0,1550.0161208721693,1550.0161208721693,52.56706,176.70401,80.45316,232.28783,66.0,204.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,13,1,ON_GROUND,0.6886899152642748,1147.415900400489,1666.0849461694015,207.89001,119.9582,236.73915,177.70984,222.0,148.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,13,2,ON_GROUND,0.3045826614197781,370.9599616641051,1217.928689489141,261.6075,110.43137,282.4061,168.98962,272.0,139.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,13,4,ON_GROUND,0.9969836280032179,1122.6959643603532,1126.0926787824137,41.038536,131.82477,60.940624,188.4064,50.0,160.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,14,1,ON_GROUND,0.6847015583669905,1111.2854248569154,1623.0216088704765,208.475,119.855606,236.67004,177.4197,222.0,148.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,14,2,ON_GROUND,0.2959253295876636,357.31017848706455,1207.4335744930431,262.23975,110.30237,282.9692,168.54959,272.0,139.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,14,4,ON_GROUND,0.9967040635705752,1127.146526397083,1130.873814599705,40.9874,131.76651,60.945446,188.42906,50.0,160.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,14,6,ON_GROUND,1.0,593.5832445917185,593.5832445917185,214.21964,146.56764,233.41176,177.49612,223.0,162.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,15,1,ON_GROUND,0.6836246154660006,1086.750917230965,1589.6895644844044,208.80942,119.82707,236.45259,177.33456,222.0,148.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,15,2,ON_GROUND,0.2918296236979235,350.92691433803526,1202.5061400253326,262.4267,110.22765,283.13055,168.30891,272.0,139.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,15,4,ON_GROUND,0.998115759048434,1114.7924518278035,1116.8969548087334,41.0201,132.18658,60.875652,188.4377,50.0,160.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,15,6,ON_GROUND,1.0,589.0074790678918,589.0074790678918,214.2859,146.72256,233.40431,177.53096,223.0,162.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,16,1,ON_GROUND,0.684274474848777,1067.385069327551,1559.8785407908726,209.01099,119.87007,236.16191,177.3222,222.0,148.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,16,2,ON_GROUND,0.2929331858997763,354.2295528132089,1209.2503337413073,262.44925,110.23306,283.23123,168.4205,272.0,139.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,16,4,ON_GROUND,0.9961225499188352,1135.534763132961,1139.954881279904,40.934185,131.63307,61.008644,188.4194,50.0,160.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,16,6,ON_GROUND,1.0,618.1447310063522,618.1447310063522,214.03587,145.9641,233.61508,177.53558,223.0,161.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,17,1,ON_GROUND,0.677994039366926,1088.2494249277313,1605.1017586288508,208.4001,118.92648,235.69077,177.74153,222.0,148.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,17,2,ON_GROUND,0.299501517918461,372.21042068516886,1242.766391542973,263.30234,110.323814,284.37256,169.30594,273.0,139.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,17,4,ON_GROUND,0.9989992294212092,1112.1416460478217,1113.2557596587576,40.96026,132.56786,60.834053,188.58412,50.0,160.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,18,1,ON_GROUND,0.6757822362402309,1084.2306011166638,1604.4082590108737,208.31615,118.58072,235.36615,177.8934,221.0,148.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,18,2,ON_GROUND,0.3012626829520086,377.67441155306915,1253.6382131776772,263.60883,110.347404,284.7738,169.57913,274.0,139.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,18,4,ON_GROUND,0.9995803015232161,1105.2982230045095,1105.7623097616015,40.950867,132.90968,60.79032,188.6452,50.0,160.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,19,1,ON_GROUND,0.6750412713099442,1072.0516009771209,1588.1274916669354,208.42717,118.46002,235.12108,177.95403,221.0,148.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,19,2,ON_GROUND,0.3018946643697114,380.05468453405376,1258.898315833183,263.69955,110.33404,284.91168,169.68208,274.0,140.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,19,4,ON_GROUND,0.9997095156036299,1105.1456481734908,1105.466769020597,40.927677,133.0226,60.794365,188.66684,50.0,160.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,20,1,ON_GROUND,0.6745959805839343,1056.4899734397293,1566.107720542932,208.62622,118.421036,234.93135,177.95724,221.0,148.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,20,2,ON_GROUND,0.30241268259880677,381.27141632786794,1260.7652994291857,263.72098,110.34537,284.9505,169.73273,274.0,140.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,20,4,ON_GROUND,0.999799289720712,1104.7879130471981,1105.0096998526715,40.90765,133.11722,60.79861,188.67058,50.0,160.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,21,1,ON_GROUND,0.6703317249727312,1004.460002418662,1498.4521319791675,209.83508,118.716156,235.4245,177.27365,222.0,147.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,21,2,ON_GROUND,0.3127007160508351,406.2461106122281,1299.1531191319227,264.52646,110.71208,286.13312,170.83952,275.0,140.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,21,4,ON_GROUND,0.9992894885967445,1114.5351081135982,1115.3275610640994,40.703445,132.82187,60.68394,188.64268,50.0,160.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,22,1,ON_GROUND,0.6691575500345687,979.5224228001882,1463.8143479806604,210.36954,118.85972,235.53227,177.03362,222.0,147.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,22,2,ON_GROUND,0.3165478178611927,416.8756753933899,1316.9437660637777,264.79092,110.8572,286.59637,171.25237,275.0,141.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,22,4,ON_GROUND,0.9987399228588336,1122.093817689544,1123.509526361595,40.60699,132.5906,60.656036,188.62866,50.0,160.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,23,1,ON_GROUND,0.6697844085798632,967.5352955869027,1444.5473546306603,210.50288,118.94817,235.40138,176.96562,222.0,147.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,23,2,ON_GROUND,0.317782740235293,421.9083854465747,1327.662997474894,264.83496,110.8922,286.78064,171.3899,275.0,141.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,23,4,ON_GROUND,0.9964659954987235,1145.1905295995919,1149.2519913099823,40.488693,131.89339,60.748486,188.61914,50.0,160.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,24,1,ON_GROUND,0.6685165511940175,949.9853863259091,1421.0349536285503,210.96837,119.01571,235.53934,176.84961,223.0,147.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,24,2,ON_GROUND,0.3197446206159767,423.9128598998848,1325.7857445208356,264.91678,111.17783,286.9059,171.4706,275.0,141.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,24,4,ON_GROUND,0.9960237339133432,1148.8865643214729,1153.4730802121921,40.54885,131.75479,60.8504,188.5718,50.0,160.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,25,1,ON_GROUND,0.6570464856784375,897.115198074438,1365.3755367827835,215.75157,119.89245,239.77307,176.73218,227.0,148.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,25,2,ON_GROUND,0.30648897557250504,393.8425423750183,1285.0137321883813,266.56955,111.73945,288.37558,170.66873,277.0,141.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,25,4,ON_GROUND,0.999624118831855,1106.5260836656273,1106.9421623786911,40.87424,132.97362,60.785587,188.56715,50.0,160.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,26,1,ON_GROUND,0.6484233657863185,883.6556867744939,1362.7758242532145,217.75165,119.90662,241.7051,176.7993,229.0,148.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,26,2,ON_GROUND,0.29993850924028376,382.71049106630653,1275.9631700366735,267.17,111.95374,289.05087,170.26787,278.0,141.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,26,4,ON_GROUND,1.0,1073.3200221341103,1073.3200221341103,41.04252,133.91193,60.677532,188.5755,50.0,161.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,27,1,ON_GROUND,0.6452691484361508,876.9727693414684,1359.080581284361,218.50334,119.90733,242.38046,176.82712,230.0,148.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,27,2,ON_GROUND,0.29751981097915375,381.063553621727,1280.800604059361,267.29773,112.0488,289.35757,170.10907,278.0,141.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,27,4,ON_GROUND,1.0,1065.9773229947314,1065.9773229947314,41.074646,134.16968,60.665863,188.58066,50.0,161.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,28,1,ON_GROUND,0.6441994552208719,872.366427449409,1354.1868444305146,218.78447,119.91241,242.57828,176.82582,230.0,148.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,28,2,ON_GROUND,0.29678300841057215,382.6232098156363,1289.2355659604073,267.2435,112.11014,289.49905,170.03885,278.0,141.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,28,4,ON_GROUND,1.0,1073.0235940937418,1073.0235940937418,41.050007,134.03586,60.723465,188.57755,50.0,161.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,29,1,ON_GROUND,0.6392201535752104,857.7456990601788,1341.862727986183,220.62947,120.29892,244.4155,176.71283,232.0,148.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,29,2,ON_GROUND,0.28793741354532965,407.5959607355592,1415.571376143489,269.35477,110.85109,292.9419,170.86566,281.0,140.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,29,4,ON_GROUND,1.0,903.8815537239425,903.8815537239425,41.694435,138.88892,59.881897,188.58698,50.0,163.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,30,1,ON_GROUND,0.639483886720642,864.1456231877348,1351.3172749655787,221.14508,120.51758,245.14394,176.82515,233.0,148.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,30,2,ON_GROUND,0.2845914299410806,424.7936285670336,1492.6437828959897,270.12482,110.25168,294.58615,171.27222,282.0,140.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,30,4,ON_GROUND,1.0,803.2474173248629,803.2474173248629,42.09014,142.2178,59.383045,188.66734,50.0,165.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,30,7,ON_GROUND,0.9838078692787685,1329.8336476933678,1351.720889027114,40.475105,129.49399,63.282887,188.75977,51.0,159.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,31,1,ON_GROUND,0.6396891074183148,871.4046260412817,1362.2314589006128,221.24101,120.59997,245.45383,176.86073,233.0,148.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,31,2,ON_GROUND,0.28328798447861353,436.16607901986697,1539.6561199820135,270.26556,109.99444,295.32822,171.42673,282.0,140.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,31,4,ON_GROUND,1.0,777.63185430679,777.63185430679,42.142292,143.33875,59.28746,188.69449,50.0,166.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,31,7,ON_GROUND,0.9850628708574604,1325.4949027101395,1345.5942173075164,40.502457,129.65907,63.260487,188.7852,51.0,159.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,32,1,ON_GROUND,0.6398913923804386,878.90388693795,1373.5204089374747,221.18275,120.627884,245.60178,176.87585,233.0,148.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,32,2,ON_GROUND,0.2828948087104592,444.54373159431356,1571.4100008434616,270.17694,109.90194,295.69543,171.4812,282.0,140.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,32,4,ON_GROUND,1.0,775.7233093259856,775.7233093259856,42.086327,143.71117,59.32771,188.70311,50.0,166.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,32,7,ON_GROUND,0.9856907852127454,1323.203675911594,1342.412545356201,40.51387,129.74512,63.248016,188.79341,51.0,159.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,33,1,ON_GROUND,0.6385707628369164,879.0513635761647,1376.59193739295,221.47049,120.72908,246.03958,176.7585,233.0,148.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,33,2,ON_GROUND,0.28240892918553506,459.7260625268832,1627.8736789687537,270.56912,109.253555,296.544,171.92462,283.0,140.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,33,4,ON_GROUND,1.0,878.0752165376907,878.0752165376907,41.538986,140.94388,59.917595,188.7209,50.0,164.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,33,7,ON_GROUND,0.9708265656291193,1377.4856254221186,1418.8792047830648,40.176826,128.03036,63.536823,188.77007,51.0,158.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,34,1,ON_GROUND,0.6381726119808128,884.1790128848374,1385.485676266253,221.48883,120.763,246.24843,176.72052,233.0,148.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,34,2,ON_GROUND,0.27703986664287844,466.47725806682524,1683.791086530313,270.63943,108.251396,297.0718,171.95325,283.0,140.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,34,4,ON_GROUND,1.0,918.0960831723642,918.0960831723642,41.323566,139.9584,60.14907,188.72714,50.0,164.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,34,7,ON_GROUND,0.9650712160977031,1392.5630064914308,1442.9639836553251,40.078396,127.46944,63.62087,188.76138,51.0,158.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,34,8,ON_GROUND,0.40271155670284364,453.81879362903004,1126.907798089087,271.24902,128.55104,297.27487,171.8506,284.0,150.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,35,1,ON_GROUND,0.6384156787211929,892.5934050541932,1398.1382895265706,221.39787,120.76831,246.36856,176.75949,233.0,148.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,35,2,ON_GROUND,0.2749662560034904,469.4464387516893,1707.2874525582884,270.6411,107.84455,297.2687,171.96178,283.0,139.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,35,4,ON_GROUND,1.0,931.7667359040352,931.7667359040352,41.241154,139.68312,60.239544,188.72763,50.0,164.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,35,7,ON_GROUND,0.9636271755546258,1394.5027641824868,1447.1393081871793,40.06729,127.33332,63.627716,188.75578,51.0,158.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,35,8,ON_GROUND,0.39069138785780433,488.2851412800656,1249.7975549381226,270.35815,126.55962,297.75195,172.183,284.0,149.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,36,1,ON_GROUND,0.638757054048069,900.1402933482578,1409.2060316887219,221.27231,120.772446,246.43227,176.78232,233.0,148.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,36,2,ON_GROUND,0.2735014640805763,472.349255871708,1727.0447069071233,270.56116,107.489944,297.3471,171.96571,283.0,139.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,36,4,ON_GROUND,1.0,982.482051730156,982.482051730156,41.004284,138.39355,60.521862,188.73187,50.0,163.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,36,8,ON_GROUND,0.3872640281593362,499.55752798670835,1289.9662547050975,270.02087,125.90079,297.82962,172.28786,283.0,149.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,37,1,ON_GROUND,0.6300969087205592,892.0156877141467,1415.6801523204194,222.70708,120.75263,248.05444,176.6038,235.0,148.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,37,2,ON_GROUND,0.2680846472809145,507.5817838316261,1893.3638646593317,270.57022,104.76236,298.44406,172.68855,284.0,138.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,37,4,ON_GROUND,1.0,1033.642923864245,1033.642923864245,40.74036,137.065,60.747284,188.72926,50.0,162.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,38,1,ON_GROUND,0.6266190492171161,893.9305243073482,1426.5932793205138,223.17587,120.72944,248.74011,176.53369,235.0,148.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,38,2,ON_GROUND,0.26647679869210855,517.3192978969458,1941.329603312537,270.6488,103.79597,298.71936,172.9549,284.0,138.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,38,4,ON_GROUND,1.0,1052.2674961902667,1052.2674961902667,40.64802,136.57126,60.82333,188.72746,50.0,162.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,38,9,ON_GROUND,0.9778592112243324,863.7785049621227,883.3362666601315,224.03209,142.0578,249.93523,176.15932,236.0,159.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,39,1,ON_GROUND,0.6250319729769706,899.1858101480163,1438.6237009048928,223.26181,120.6871,249.03603,176.5035,236.0,148.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,39,2,ON_GROUND,0.26896321321709193,511.8059599718946,1902.8846132901963,270.8401,104.22903,298.49966,173.02562,284.0,138.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,39,4,ON_GROUND,1.0,1064.684617642779,1064.684617642779,40.58874,136.22511,60.870075,188.7209,50.0,162.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,39,9,ON_GROUND,0.9977832045399184,778.5083821302393,780.2380102090538,224.84386,144.1315,249.21117,176.15137,237.0,160.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,40,1,ON_GROUND,0.6245575015730855,906.4656729414644,1451.3726448859088,223.17067,120.64885,249.15424,176.50618,236.0,148.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,40,2,ON_GROUND,0.2677256749644074,506.29698825475816,1891.1036019315943,270.91675,104.067825,298.36765,172.95824,284.0,138.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,40,4,ON_GROUND,1.0,1077.8998145281803,1077.8998145281803,40.542904,135.8501,60.935425,188.7077,50.0,162.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,40,9,ON_GROUND,0.9907277734296841,821.6154513667246,829.3049548035488,224.39388,143.15274,249.52893,176.1467,236.0,159.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,41,1,ON_GROUND,0.6111939112547367,893.1376732263536,1461.3000175227644,224.75407,120.24682,250.81152,176.32675,237.0,148.0
WhatsApp Video 2025-10-07 at 16.37.40.mp4,41,2,ON_GROUND,0.26829089433771913,430.7238104407386,1605.4358143759891,272.4429,108.1499,297.7159,171.67363,285.0,139.0
