video,frame,track_id,label,bbox_overlap_frac,inter_area,bbox_area,x1,y1,x2,y2,centroid_x,centroid_y
WhatsApp Video 2025-10-07 at 16.37.28.mp4,3,5,ON_GROUND,1.0,884.9584636527579,884.9584636527579,105.243484,189.04985,130.20834,224.49802,117.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,3,7,ON_GROUND,1.0,534.6108831652673,534.6108831652673,57.922512,137.66971,71.63062,176.66931,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,4,1,ON_GROUND,1.0,1629.0263228581753,1629.0263228581753,141.07893,146.86703,168.98862,205.23482,155.0,176.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,4,3,ON_GROUND,1.0,780.1672784050461,780.1672784050461,122.28385,181.57239,145.37668,215.35635,133.0,198.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,4,4,ON_GROUND,1.0,1014.2219888363034,1014.2219888363034,79.485596,199.11134,106.98068,235.99873,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,4,5,ON_GROUND,1.0,878.4222539647017,878.4222539647017,104.688126,189.0295,129.53735,224.37958,117.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,4,7,ON_GROUND,1.0,534.6202869183035,534.6202869183035,57.89197,137.66356,71.600136,176.6637,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,5,1,ON_GROUND,1.0,1626.0204478539526,1626.0204478539526,141.09639,146.86383,168.98042,205.1775,155.0,176.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,5,3,ON_GROUND,1.0,778.3825499238446,778.3825499238446,122.32181,181.58246,145.39462,215.31837,133.0,198.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,5,4,ON_GROUND,1.0,1013.490934757865,1013.490934757865,79.61789,199.10468,107.08558,236.00224,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,5,5,ON_GROUND,1.0,874.6822313412558,874.6822313412558,104.56268,189.04903,129.33629,224.35605,116.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,5,7,ON_GROUND,1.0,536.3082601275528,536.3082601275528,57.862007,137.5444,71.59038,176.61009,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,6,1,ON_GROUND,1.0,1630.2548236423172,1630.2548236423172,141.06502,146.8632,168.98425,205.25502,155.0,176.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,6,3,ON_GROUND,1.0,777.9045539405197,777.9045539405197,122.391396,181.59715,145.46596,215.3098,133.0,198.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,6,4,ON_GROUND,1.0,1012.6399589898065,1012.6399589898065,79.72127,199.10904,107.16014,236.01434,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,6,5,ON_GROUND,1.0,869.6588779364247,869.6588779364247,104.817474,189.0572,129.49535,224.29764,117.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,6,7,ON_GROUND,1.0,535.3764237612486,535.3764237612486,57.875046,137.66359,71.59114,176.6963,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,7,1,ON_GROUND,1.0,1642.9399000899866,1642.9399000899866,140.82428,146.76039,168.8591,205.36394,154.0,176.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,7,3,ON_GROUND,1.0,784.6369318054058,784.6369318054058,122.376175,181.57513,145.55127,215.43204,133.0,198.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,7,4,ON_GROUND,1.0,1002.7584967128932,1002.7584967128932,79.56505,199.12645,106.87486,235.84433,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,7,5,ON_GROUND,1.0,873.4586193105206,873.4586193105206,105.01247,189.04251,129.72539,224.38672,117.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,7,7,ON_GROUND,1.0,535.7527942908928,535.7527942908928,57.87406,137.67792,71.59103,176.7356,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,8,1,ON_GROUND,1.0,1649.777273488231,1649.777273488231,140.80229,146.70782,168.90315,205.41696,154.0,176.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,8,3,ON_GROUND,1.0,791.768621625728,791.768621625728,122.22047,181.78328,145.49265,215.80539,133.0,198.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,8,4,ON_GROUND,1.0,989.5746727557853,989.5746727557853,79.56486,199.15987,106.70588,235.62035,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,8,5,ON_GROUND,1.0,873.7806740677916,873.7806740677916,104.99329,189.03642,129.69019,224.41661,117.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,8,7,ON_GROUND,1.0,530.5337135818554,530.5337135818554,57.856762,137.86864,71.51812,176.70326,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,9,1,ON_GROUND,1.0,1646.717944789445,1646.717944789445,140.81346,146.71727,168.89743,205.35278,154.0,176.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,9,3,ON_GROUND,1.0,796.8794350640383,796.8794350640383,122.10111,181.83688,145.43918,215.98193,133.0,198.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,9,4,ON_GROUND,1.0,981.4046762686921,981.4046762686921,79.55894,199.202,106.60481,235.48866,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,9,5,ON_GROUND,1.0,870.580322265625,870.580322265625,105.20842,189.01971,129.83342,224.37323,117.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,9,7,ON_GROUND,1.0,529.4290426020161,529.4290426020161,57.787067,137.89342,71.45074,176.64062,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,10,1,ON_GROUND,1.0,1646.452395913424,1646.452395913424,140.80544,146.7228,168.89471,205.33777,154.0,176.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,10,3,ON_GROUND,1.0,797.557661968749,797.557661968749,122.092026,181.8536,145.4321,216.02478,133.0,198.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,10,4,ON_GROUND,1.0,975.3471979328897,975.3471979328897,79.569214,199.2362,106.54961,235.38643,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,10,5,ON_GROUND,1.0,866.7007554802112,866.7007554802112,105.315834,189.04492,129.85648,224.36188,117.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,10,7,ON_GROUND,1.0,529.0185837128083,529.0185837128083,57.632404,137.96954,71.30395,176.66441,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,11,1,ON_GROUND,1.0,1649.2144900686108,1649.2144900686108,140.77336,146.80061,168.89967,205.43661,154.0,176.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,11,3,ON_GROUND,1.0,793.2005010189023,793.2005010189023,122.216415,181.74698,145.5004,215.81334,133.0,198.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,11,4,ON_GROUND,1.0,1015.9469111177605,1015.9469111177605,79.46534,199.20985,106.98025,236.13336,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,11,5,ON_GROUND,1.0,861.6913389367983,861.6913389367983,105.49701,189.03267,129.9509,224.27007,117.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,11,7,ON_GROUND,1.0,527.5905086332932,527.5905086332932,57.70407,137.92798,71.37015,176.53383,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,12,1,ON_GROUND,1.0,1650.9118575928733,1650.9118575928733,140.7556,146.83296,168.9096,205.47157,154.0,176.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,12,3,ON_GROUND,1.0,791.9202481359243,791.9202481359243,122.25525,181.70117,145.52814,215.72876,133.0,198.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,12,4,ON_GROUND,1.0,1030.2658909595339,1030.2658909595339,79.44214,199.19814,107.12974,236.40851,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,12,5,ON_GROUND,1.0,859.3148970654001,859.3148970654001,105.57049,189.02808,129.97607,224.23784,117.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,12,7,ON_GROUND,1.0,527.7538388257381,527.7538388257381,57.725544,137.91098,71.40617,176.4877,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,13,1,ON_GROUND,1.0,1644.070893346332,1644.070893346332,140.77097,146.87947,168.87927,205.37004,154.0,176.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,13,3,ON_GROUND,1.0,791.4863722873852,791.4863722873852,122.267456,181.68312,145.54124,215.69075,133.0,198.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,13,4,ON_GROUND,1.0,1032.4901351979934,1032.4901351979934,79.43055,199.20105,107.130455,236.47519,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,13,5,ON_GROUND,1.0,857.6097865875345,857.6097865875345,105.599396,189.02695,129.9669,224.22176,117.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,13,7,ON_GROUND,1.0,527.9558632485569,527.9558632485569,57.73346,137.91428,71.42908,176.46353,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,14,1,ON_GROUND,1.0,1650.6016973666847,1650.6016973666847,140.74875,146.86679,168.92545,205.44717,154.0,176.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,14,3,ON_GROUND,1.0,792.0411281408742,792.0411281408742,122.25611,181.66762,145.5455,215.67628,133.0,198.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,14,4,ON_GROUND,1.0,1032.5888372111367,1032.5888372111367,79.43625,199.20096,107.12057,236.49965,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,14,5,ON_GROUND,1.0,856.7849833336659,856.7849833336659,105.612076,189.02646,129.95468,224.22339,117.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,14,7,ON_GROUND,1.0,532.247535233153,532.247535233153,57.66086,137.9118,71.42857,176.5709,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,15,1,ON_GROUND,1.0,1653.8079520240426,1653.8079520240426,140.72603,146.86432,168.94063,205.47964,154.0,176.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,15,3,ON_GROUND,1.0,801.0352876426186,801.0352876426186,122.10857,181.79663,145.50583,216.03291,133.0,198.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,15,4,ON_GROUND,1.0,999.798502716003,999.798502716003,79.67572,199.20576,106.92994,235.88994,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,15,5,ON_GROUND,1.0,857.0913078559097,857.0913078559097,105.79959,189.04568,130.14,224.25838,117.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,15,7,ON_GROUND,1.0,532.7410708449315,532.7410708449315,57.660618,137.98201,71.448975,176.61903,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,16,1,ON_GROUND,1.0,1655.712066703476,1655.712066703476,140.71104,146.86237,168.95204,205.49033,154.0,176.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,16,3,ON_GROUND,1.0,802.4451224586228,802.4451224586228,122.08813,181.85287,145.48328,216.15251,133.0,199.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,16,4,ON_GROUND,1.0,988.0385791710578,988.0385791710578,79.76192,199.20752,106.867615,235.65884,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,16,5,ON_GROUND,1.0,856.2239678291371,856.2239678291371,105.88984,189.0746,130.21367,224.27563,118.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,16,7,ON_GROUND,1.0,533.4937050385633,533.4937050385633,57.65416,138.0093,71.46549,176.63654,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,17,1,ON_GROUND,1.0,1656.8904254310764,1656.8904254310764,140.7005,146.86246,168.96086,205.49194,154.0,176.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,17,3,ON_GROUND,1.0,801.823419642169,801.823419642169,122.09192,181.8745,145.45755,216.19086,133.0,199.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,17,4,ON_GROUND,1.0,984.0079646743834,984.0079646743834,79.793205,199.20284,106.85532,235.56392,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,17,5,ON_GROUND,1.0,855.8129143784754,855.8129143784754,105.92026,189.08685,130.23041,224.29079,118.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,17,7,ON_GROUND,1.0,534.0051260171458,534.0051260171458,57.649197,138.0209,71.48008,176.63052,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,18,1,ON_GROUND,1.0,1654.4938771058805,1654.4938771058805,140.69624,146.86043,168.94719,205.42462,154.0,176.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,18,3,ON_GROUND,1.0,802.1785644843476,802.1785644843476,122.09959,181.8796,145.45015,216.2333,133.0,199.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,18,4,ON_GROUND,1.0,979.7894446570426,979.7894446570426,79.841866,199.20248,106.8556,235.47253,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,18,5,ON_GROUND,1.0,854.0021081755403,854.0021081755403,105.95094,189.09654,130.2298,224.27127,118.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,18,7,ON_GROUND,1.0,531.8071826733649,531.8071826733649,57.648907,138.1294,71.46664,176.6167,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,19,1,ON_GROUND,1.0,1653.2802124023438,1653.2802124023438,140.68947,146.87643,168.93947,205.39963,154.0,176.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,19,3,ON_GROUND,1.0,795.9261041111313,795.9261041111313,122.24313,181.74097,145.50348,215.95912,133.0,198.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,19,4,ON_GROUND,1.0,1006.0424217819236,1006.0424217819236,79.72222,199.22447,107.07058,236.01068,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,19,5,ON_GROUND,1.0,847.6171105536632,847.6171105536632,105.85905,189.13654,130.04138,224.18762,117.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,19,7,ON_GROUND,1.0,532.5615010603797,532.5615010603797,57.55542,138.1241,71.40874,176.56699,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,20,1,ON_GROUND,1.0,1653.4232267793268,1653.4232267793268,140.68227,146.88235,168.9421,205.39026,154.0,176.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,20,3,ON_GROUND,1.0,793.5923757934943,793.5923757934943,122.29649,181.68733,145.52364,215.85393,133.0,198.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,20,4,ON_GROUND,1.0,1014.8439153574873,1014.8439153574873,79.69212,199.23201,107.137054,236.20947,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,20,5,ON_GROUND,1.0,845.0610129754059,845.0610129754059,105.82572,189.15118,129.96666,224.1565,117.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,20,7,ON_GROUND,1.0,533.9648441018653,533.9648441018653,57.506443,138.12024,71.4016,176.54836,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,21,1,ON_GROUND,1.0,1653.2524477243423,1653.2524477243423,140.68138,146.89131,168.94777,205.3796,154.0,176.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,21,3,ON_GROUND,1.0,792.5147195793688,792.5147195793688,122.31766,181.66801,145.53043,215.80934,133.0,198.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,21,4,ON_GROUND,1.0,1017.6834684296045,1017.6834684296045,79.69076,199.23509,107.15338,236.29213,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,21,5,ON_GROUND,1.0,843.2738194593694,843.2738194593694,105.836555,189.15518,129.94748,224.12994,117.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,21,7,ON_GROUND,1.0,536.7771109093446,536.7771109093446,57.469727,138.06688,71.42158,176.54042,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,22,1,ON_GROUND,1.0,1654.0554070146754,1654.0554070146754,140.67116,146.89064,168.95137,205.37872,154.0,176.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,22,3,ON_GROUND,1.0,791.2915907421848,791.2915907421848,122.332954,181.67964,145.52994,215.79147,133.0,198.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,22,4,ON_GROUND,1.0,1016.2312672333792,1016.2312672333792,79.72177,199.22704,107.14578,236.2833,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,22,5,ON_GROUND,1.0,842.6062359442003,842.6062359442003,105.83912,189.15327,129.93657,224.11989,117.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,22,7,ON_GROUND,1.0,536.084753356583,536.084753356583,57.46562,138.12196,71.427986,176.51694,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,23,1,ON_GROUND,1.0,1654.7072324156761,1654.7072324156761,140.6617,146.8901,168.9539,205.37643,154.0,176.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,23,3,ON_GROUND,1.0,788.830179028213,788.830179028213,122.353226,181.69711,145.51814,215.74991,133.0,198.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,23,4,ON_GROUND,1.0,1018.5882763192058,1018.5882763192058,79.71563,199.22092,107.15386,236.34387,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,23,5,ON_GROUND,1.0,842.4124950545374,842.4124950545374,105.78827,189.14603,129.87239,224.12395,117.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,23,7,ON_GROUND,1.0,535.2217782087391,535.2217782087391,57.457657,138.19044,71.42794,176.50189,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,24,1,ON_GROUND,1.0,1660.1580896002706,1660.1580896002706,140.51128,146.90796,168.82568,205.54094,154.0,176.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,24,3,ON_GROUND,1.0,787.3962595388293,787.3962595388293,122.534,181.7,145.68706,215.7083,134.0,198.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,24,4,ON_GROUND,1.0,995.5167070489842,995.5167070489842,79.91909,199.27916,107.08475,235.92531,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,24,5,ON_GROUND,1.0,847.8643211214803,847.8643211214803,105.188736,189.06726,129.39484,224.09415,117.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,24,7,ON_GROUND,1.0,532.3635648804484,532.3635648804484,57.55525,138.34964,71.5165,176.48114,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,25,1,ON_GROUND,1.0,1660.757703348063,1660.757703348063,140.4666,146.91377,168.76399,205.6032,154.0,176.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,25,3,ON_GROUND,1.0,787.259240962565,787.259240962565,122.59664,181.70172,145.75598,215.69489,134.0,198.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,25,4,ON_GROUND,1.0,988.3619081969373,988.3619081969373,79.97519,199.30183,107.079285,235.76724,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,25,5,ON_GROUND,1.0,851.4809118682751,851.4809118682751,104.93615,189.03845,129.23459,224.08107,117.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,25,7,ON_GROUND,1.0,532.1467407357413,532.1467407357413,57.582695,138.41444,71.56629,176.46951,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,26,1,ON_GROUND,1.0,1659.5701918727718,1659.5701918727718,140.4624,146.91522,168.72954,205.62546,154.0,176.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,26,3,ON_GROUND,1.0,787.5194485519314,787.5194485519314,122.614555,181.70187,145.78526,215.68959,134.0,198.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,26,4,ON_GROUND,1.0,987.1333316662349,987.1333316662349,79.975914,199.30965,107.096,235.70825,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,26,5,ON_GROUND,1.0,854.3952997212764,854.3952997212764,104.821495,189.02739,129.19855,224.07655,117.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,26,7,ON_GROUND,1.0,533.1324436850846,533.1324436850846,57.5793,138.43686,71.59871,176.46503,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,27,1,ON_GROUND,1.0,1657.827360888943,1657.827360888943,140.47261,146.9155,168.70662,205.63289,154.0,176.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,27,3,ON_GROUND,1.0,787.9063162204111,787.9063162204111,122.615974,181.70189,145.79921,215.68793,134.0,198.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,27,4,ON_GROUND,1.0,988.018538863631,988.018538863631,79.95739,199.31213,107.11942,235.68712,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,27,5,ON_GROUND,1.0,856.8937719215173,856.8937719215173,104.76131,189.02339,129.20761,224.07547,116.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,27,7,ON_GROUND,1.0,534.4866462023929,534.4866462023929,57.56536,138.44344,71.623314,176.46367,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,28,1,ON_GROUND,1.0,1656.684176926501,1656.684176926501,140.4798,146.87265,168.68263,205.61441,154.0,176.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,28,3,ON_GROUND,1.0,786.0771531835198,786.0771531835198,122.502144,181.70403,145.65065,215.66203,134.0,198.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,28,4,ON_GROUND,1.0,993.2004685752327,993.2004685752327,79.60936,199.2996,106.84054,235.77252,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,28,5,ON_GROUND,1.0,857.301299658604,857.301299658604,104.66715,189.0125,129.13579,224.04924,116.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,28,7,ON_GROUND,1.0,541.8207826470025,541.8207826470025,57.38549,138.4044,71.56385,176.61903,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,29,1,ON_GROUND,1.0,1653.9800180727616,1653.9800180727616,140.51804,146.84949,168.68378,205.5726,154.0,176.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,29,3,ON_GROUND,1.0,784.7897356022149,784.7897356022149,122.48326,181.69258,145.59935,215.64252,134.0,198.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,29,4,ON_GROUND,1.0,989.8812235440128,989.8812235440128,79.469864,199.34242,106.65921,235.74937,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,29,5,ON_GROUND,1.0,860.5134833003394,860.5134833003394,104.665695,188.96754,129.18814,224.0584,116.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,29,7,ON_GROUND,1.0,544.4175824441481,544.4175824441481,57.291027,138.44131,71.529915,176.67587,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,30,1,ON_GROUND,1.0,1641.6415845402516,1641.6415845402516,140.5683,146.8607,168.61282,205.39767,154.0,176.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,30,3,ON_GROUND,1.0,785.2377761113457,785.2377761113457,122.55093,181.72624,145.65549,215.71251,134.0,198.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,30,4,ON_GROUND,1.0,985.6656476445496,985.6656476445496,79.650894,199.28363,106.81288,235.57205,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,30,5,ON_GROUND,1.0,852.0315089650685,852.0315089650685,104.48032,188.98723,128.84523,223.95685,116.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,30,7,ON_GROUND,1.0,565.4676451255218,565.4676451255218,56.99548,137.7574,71.515175,176.70227,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,31,1,ON_GROUND,1.0,1650.1737305745482,1650.1737305745482,140.58267,146.58986,168.67923,205.3221,154.0,175.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,31,3,ON_GROUND,1.0,788.2216947035631,788.2216947035631,122.436775,181.70049,145.58054,215.75812,134.0,198.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,31,4,ON_GROUND,1.0,983.4012614537496,983.4012614537496,79.70978,199.2278,106.848404,235.46402,93.0,217.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,31,5,ON_GROUND,1.0,849.3070423621684,849.3070423621684,104.18294,188.90565,128.46164,223.88722,116.0,206.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,31,7,ON_GROUND,1.0,572.3793872839888,572.3793872839888,56.933254,137.47272,71.540695,176.65681,64.0,157.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,32,1,ON_GROUND,1.0,1652.0798602607101,1652.0798602607101,140.59955,146.48824,168.6935,205.29378,154.0,175.0
WhatsApp Video 2025-10-07 at 16.37.28.mp4,32,3,ON_GROUND,1.0,789.1882952642627,789.1882952642627,122.395546,181.6907,145.54932,215.77536,133.0,198.0
